Date,Close,Open,High,Low
"2021/12/22","28562.21","28614.06","28673.77","28473.85"
"2021/12/23","28798.37","28703.01","28798.37","28640.15"
"2021/12/24","28782.59","28836.05","28870.13","28773.50"
"2021/12/27","28676.46","28786.33","28805.28","28658.82"
"2021/12/28","29069.16","28953.32","29121.01","28879.68"
"2021/12/29","28906.88","28995.73","29106.28","28729.61"
"2021/12/30","28791.71","28794.24","28904.42","28579.49"
"2022/01/04","29301.79","29098.41","29323.79","28954.56"
"2022/01/05","29332.16","29288.80","29388.16","29204.45"
"2022/01/06","28487.87","29136.75","29158.95","28487.87"
"2022/01/07","28478.56","28711.53","28813.09","28293.70"
"2022/01/11","28222.48","28380.90","28473.47","28089.49"
"2022/01/12","28765.66","28449.53","28814.31","28427.60"
"2022/01/13","28489.13","28658.22","28660.45","28444.96"
"2022/01/14","28124.28","28246.99","28252.96","27889.21"
"2022/01/17","28333.52","28332.72","28449.99","28274.18"
"2022/01/18","28257.25","28451.34","28690.34","28129.66"
"2022/01/19","27467.23","27928.89","27958.17","27314.41"
"2022/01/20","27772.93","27401.43","27882.53","27217.59"
"2022/01/21","27522.26","27404.36","27586.42","27129.61"
"2022/01/24","27588.37","27258.45","27627.60","27203.33"
"2022/01/25","27131.34","27466.82","27493.75","26890.94"
"2022/01/26","27011.33","27105.98","27184.54","26858.68"
"2022/01/27","26170.30","27139.88","27193.59","26044.52"
"2022/01/28","26717.34","26429.85","26764.85","26289.69"
"2022/01/31","27001.98","26690.60","27134.57","26541.65"
"2022/02/01","27078.48","27167.14","27410.79","27016.71"
"2022/02/02","27533.60","27302.99","27564.62","27289.16"
"2022/02/03","27241.31","27330.96","27357.33","27165.93"
"2022/02/04","27439.99","27095.90","27455.98","27075.99"
"2022/02/07","27248.87","27327.63","27369.68","27085.32"
"2022/02/08","27284.52","27318.30","27461.33","27280.25"
"2022/02/09","27579.87","27488.65","27633.10","27405.88"
"2022/02/10","27696.08","27818.10","27880.70","27575.07"
"2022/02/14","27079.59","27305.92","27325.50","26947.65"
"2022/02/15","26865.19","27183.56","27205.20","26724.91"
"2022/02/16","27460.40","27269.05","27486.09","27227.24"
"2022/02/17","27232.87","27431.42","27438.74","27080.92"
"2022/02/18","27122.07","26895.16","27216.16","26792.54"
"2022/02/21","26910.87","26771.58","26998.47","26549.00"
"2022/02/22","26449.61","26515.45","26550.14","26243.73"
"2022/02/24","25970.82","26281.35","26357.58","25775.64"
"2022/02/25","26476.50","26213.20","26481.60","26160.19"
"2022/02/28","26526.82","26457.52","26644.56","26262.63"
"2022/03/01","26844.72","26836.74","27013.26","26821.75"
"2022/03/02","26393.03","26532.20","26585.30","26313.72"
"2022/03/03","26577.27","26628.87","26704.85","26496.72"
"2022/03/04","25985.47","26421.85","26421.85","25774.28"
"2022/03/07","25221.41","25634.09","25640.41","25006.26"
"2022/03/08","24790.95","24974.35","25291.33","24767.33"
"2022/03/09","24717.53","24876.49","25084.08","24681.74"
"2022/03/10","25690.40","25108.47","25720.31","25099.85"
"2022/03/11","25162.78","25495.03","25503.65","24966.50"
"2022/03/14","25307.85","25338.64","25631.01","25299.64"
"2022/03/15","25346.48","25228.53","25441.67","25219.13"
"2022/03/16","25762.01","25574.90","25824.94","25470.46"
"2022/03/17","26652.89","26170.38","26702.94","26152.89"
"2022/03/18","26827.43","26649.50","26862.43","26592.98"
"2022/03/22","27224.11","27091.32","27284.47","27076.33"
"2022/03/23","28040.16","27606.79","28056.20","27604.37"
"2022/03/24","28110.39","27693.77","28110.39","27624.62"
"2022/03/25","28149.84","28338.81","28338.81","27946.79"
"2022/03/28","27943.89","28084.08","28084.08","27812.67"
"2022/03/29","28252.42","28173.43","28252.42","28063.92"
"2022/03/30","28027.25","28250.80","28281.45","27736.27"
"2022/03/31","27821.43","27809.97","28101.68","27763.96"
"2022/04/01","27665.98","27624.11","27738.31","27399.48"
"2022/04/04","27736.47","27685.65","27754.24","27578.81"
"2022/04/05","27787.98","27965.94","27965.94","27662.28"
"2022/04/06","27350.30","27533.88","27549.67","27214.61"
"2022/04/07","26888.57","27032.42","27042.49","26801.79"
"2022/04/08","26985.80","27097.05","27185.23","26764.36"
"2022/04/11","26821.52","26877.60","27004.50","26720.46"
"2022/04/12","26334.98","26606.87","26674.86","26304.08"
"2022/04/13","26843.49","26436.06","26885.87","26429.47"
"2022/04/14","27172.00","26925.64","27200.89","26890.68"
"2022/04/15","27093.19","26932.48","27203.77","26784.92"
"2022/04/18","26799.71","26831.45","26851.80","26571.38"
"2022/04/19","26985.09","27096.49","27100.59","26777.71"
"2022/04/20","27217.85","27210.79","27389.84","27066.18"
"2022/04/21","27553.06","27259.14","27580.64","27252.83"
"2022/04/22","27105.26","27197.80","27205.83","26904.38"
"2022/04/25","26590.78","26692.48","26764.48","26487.84"
"2022/04/26","26700.11","26743.21","26808.99","26592.99"
"2022/04/27","26386.63","26313.14","26406.62","26051.04"
"2022/04/28","26847.90","26430.28","26876.95","26348.36"
"2022/05/02","26818.53","26851.10","26964.59","26610.86"
"2022/05/06","27003.56","26784.29","27072.59","26543.29"
"2022/05/09","26319.34","26705.32","26732.61","26309.22"
"2022/05/10","26167.10","26149.06","26246.63","25773.83"
"2022/05/11","26213.64","26045.38","26290.62","26003.26"
"2022/05/12","25748.72","25945.04","26028.36","25688.11"
"2022/05/13","26427.65","25918.80","26479.93","25904.40"
"2022/05/16","26547.05","26753.37","26836.96","26438.61"
"2022/05/17","26659.75","26555.23","26709.26","26440.62"
"2022/05/18","26911.20","26826.82","27053.18","26741.34"
"2022/05/19","26402.84","26435.32","26458.85","26150.09"
"2022/05/20","26739.03","26448.23","26769.20","26426.99"
"2022/05/23","27001.52","26991.42","27047.47","26832.65"
"2022/05/24","26748.14","27005.43","27005.43","26736.01"
"2022/05/25","26677.80","26711.53","26795.89","26578.03"
"2022/05/26","26604.84","26685.02","26898.75","26597.97"
"2022/05/27","26781.68","26947.80","26996.70","26731.60"
"2022/05/30","27369.43","27092.82","27401.24","27057.20"
"2022/05/31","27279.80","27318.09","27463.33","27250.70"
"2022/06/01","27457.89","27295.63","27482.31","27295.42"
"2022/06/02","27413.88","27340.52","27450.47","27251.24"
"2022/06/03","27761.57","27660.62","27776.33","27614.86"
"2022/06/06","27915.89","27549.64","27979.54","27523.95"
"2022/06/07","27943.95","27984.79","28094.73","27863.38"
"2022/06/08","28234.29","28100.26","28234.29","28089.78"
"2022/06/09","28246.53","28189.35","28389.75","28189.35"
"2022/06/10","27824.29","27996.35","28044.45","27795.17"
"2022/06/13","26987.44","27369.66","27389.30","26948.22"
"2022/06/14","26629.86","26555.75","26657.92","26357.90"
"2022/06/15","26326.16","26625.68","26638.76","26321.68"
"2022/06/16","26431.20","26715.52","26947.70","26431.20"
"2022/06/17","25963.00","25988.20","26072.35","25720.80"
"2022/06/20","25771.22","26156.62","26156.62","25520.23"
"2022/06/21","26246.31","26070.92","26418.84","25972.28"
"2022/06/22","26149.55","26441.72","26462.83","26149.17"
"2022/06/23","26171.25","26134.89","26401.97","26039.57"
"2022/06/24","26491.97","26228.42","26519.16","26148.56"
"2022/06/27","26871.27","26741.80","26938.43","26665.44"
"2022/06/28","27049.47","26795.68","27062.31","26789.50"
"2022/06/29","26804.60","26814.23","26858.68","26687.47"
"2022/06/30","26393.04","26753.28","26753.28","26324.31"
"2022/07/01","25935.62","26460.71","26531.24","25841.75"
"2022/07/04","26153.81","26086.78","26258.86","25945.83"
"2022/07/05","26423.47","26386.23","26532.51","26294.84"
"2022/07/06","26107.65","26190.40","26298.96","26051.19"
"2022/07/07","26490.53","26280.94","26533.65","26136.99"
"2022/07/08","26517.19","26623.85","26881.75","26510.53"
"2022/07/11","26812.30","26892.73","27062.17","26710.59"
"2022/07/12","26336.66","26701.00","26718.67","26278.28"
"2022/07/13","26478.77","26403.79","26543.07","26389.10"
"2022/07/14","26643.39","26357.32","26713.07","26312.79"
"2022/07/15","26788.47","26736.08","26857.77","26571.38"
"2022/07/19","26961.68","27003.83","27043.58","26791.71"
"2022/07/20","27680.26","27295.95","27692.85","27295.95"
"2022/07/21","27803.00","27627.88","27803.00","27549.56"
"2022/07/22","27914.66","27773.14","27952.25","27701.25"
"2022/07/25","27699.25","27697.77","27848.59","27663.16"
"2022/07/26","27655.21","27682.20","27715.78","27538.39"
"2022/07/27","27715.75","27575.16","27772.97","27525.09"
"2022/07/28","27815.48","27909.15","28015.68","27651.99"
"2022/07/29","27801.64","27915.22","28001.80","27725.24"
"2022/08/01","27993.35","27813.82","27993.35","27751.59"
"2022/08/02","27594.73","27812.48","27830.58","27530.60"
"2022/08/03","27741.90","27673.00","27837.63","27634.65"
"2022/08/04","27932.20","27930.94","28005.59","27870.05"
"2022/08/05","28175.87","27915.06","28190.04","27910.22"
"2022/08/08","28249.24","28050.09","28279.12","28047.08"
"2022/08/09","27999.96","28236.84","28257.34","27966.91"
"2022/08/10","27819.33","27955.11","27964.96","27729.46"
"2022/08/12","28546.98","28251.74","28546.98","28207.86"
"2022/08/15","28871.78","28623.78","28897.07","28623.78"
"2022/08/16","28868.91","28829.53","28928.16","28752.88"
"2022/08/17","29222.77","28952.65","29222.77","28944.71"
"2022/08/18","28942.14","28957.40","28999.64","28846.52"
"2022/08/19","28930.33","29095.71","29150.80","28913.05"
"2022/08/22","28794.50","28654.07","28828.21","28586.36"
"2022/08/23","28452.75","28580.20","28580.20","28395.30"
"2022/08/24","28313.47","28481.34","28515.61","28282.21"
"2022/08/25","28479.01","28415.11","28534.71","28357.03"
"2022/08/26","28641.38","28639.47","28792.93","28608.70"
"2022/08/29","27878.96","28161.06","28179.09","27788.12"
"2022/08/30","28195.58","28086.72","28233.80","27944.25"
"2022/08/31","28091.53","27928.09","28104.80","27906.17"
"2022/09/01","27661.47","27797.00","27832.78","27589.70"
"2022/09/02","27650.84","27755.60","27772.37","27570.74"
"2022/09/05","27619.61","27567.29","27673.44","27511.68"
"2022/09/06","27626.51","27650.15","27813.78","27557.99"
"2022/09/07","27430.30","27546.01","27546.01","27268.70"
"2022/09/08","28065.28","27732.68","28083.79","27718.30"
"2022/09/09","28214.75","28204.71","28286.02","28091.38"
"2022/09/12","28542.11","28483.59","28612.89","28438.37"
"2022/09/13","28614.63","28556.21","28659.76","28530.36"
"2022/09/14","27818.62","28132.70","28141.92","27795.64"
"2022/09/15","27875.91","27873.96","27946.20","27801.44"
"2022/09/16","27567.65","27631.39","27654.99","27525.68"
"2022/09/20","27688.42","27788.68","27907.45","27627.86"
"2022/09/21","27313.13","27440.84","27467.34","27297.50"
"2022/09/22","27153.83","27053.58","27197.07","26955.18"
"2022/09/26","26431.55","26779.44","26779.44","26424.60"
"2022/09/27","26571.87","26585.38","26680.20","26523.77"
"2022/09/28","26173.98","26422.86","26516.32","25938.36"
"2022/09/29","26422.05","26280.50","26458.67","26221.78"
"2022/09/30","25937.21","26240.00","26273.65","25805.59"
"2022/10/03","26215.79","25778.95","26223.84","25621.96"
"2022/10/04","26992.21","26653.49","26994.44","26633.52"
"2022/10/05","27120.53","27211.32","27216.80","27030.55"
"2022/10/06","27311.30","27137.98","27399.19","27137.98"
"2022/10/07","27116.11","26975.92","27198.91","26921.90"
"2022/10/11","26401.25","26757.12","26759.62","26369.56"
"2022/10/12","26396.83","26353.22","26495.75","26313.41"
"2022/10/13","26237.42","26398.29","26408.31","26237.42"
"2022/10/14","27090.76","26599.32","27180.16","26595.35"
"2022/10/17","26775.79","26785.02","26814.92","26649.13"
"2022/10/18","27156.14","27167.73","27229.88","26910.10"
"2022/10/19","27257.38","27225.17","27371.38","27192.79"
"2022/10/20","27006.96","26981.75","27092.55","26872.45"
"2022/10/21","26890.58","26903.50","26985.38","26869.38"
"2022/10/24","26974.90","27233.00","27308.97","26974.90"
"2022/10/25","27250.28","27113.20","27337.80","27073.18"
"2022/10/26","27431.84","27410.64","27578.05","27404.90"
"2022/10/27","27345.24","27407.23","27450.26","27330.79"
"2022/10/28","27105.20","27097.38","27265.46","26981.08"
"2022/10/31","27587.46","27404.30","27602.99","27392.99"
"2022/11/01","27678.92","27614.64","27682.97","27526.18"
"2022/11/02","27663.39","27562.30","27692.55","27546.88"
"2022/11/04","27199.74","27371.89","27389.30","27032.02"
"2022/11/07","27527.64","27406.78","27578.01","27357.53"
"2022/11/08","27872.11","27718.84","27943.27","27704.64"
"2022/11/09","27716.43","27884.55","27926.52","27688.86"
"2022/11/10","27446.10","27459.08","27485.38","27370.62"
"2022/11/11","28263.57","27868.69","28329.54","27837.09"
"2022/11/14","27963.47","28277.64","28305.04","27963.47"
"2022/11/15","27990.17","27940.26","28038.63","27903.27"
"2022/11/16","28028.30","28020.49","28069.25","27743.15"
"2022/11/17","27930.57","27952.21","28029.62","27910.01"
"2022/11/18","27899.77","28009.82","28045.44","27877.78"
"2022/11/21","27944.79","27982.00","28007.06","27846.30"
"2022/11/22","28115.74","28059.51","28203.35","28038.16"
"2022/11/24","28383.09","28373.72","28502.29","28363.66"
"2022/11/25","28283.03","28398.77","28399.88","28263.60"
"2022/11/28","28162.83","28220.56","28238.50","28046.32"
"2022/11/29","28027.84","27991.50","28055.91","27899.98"
"2022/11/30","27968.99","27886.67","27972.89","27802.71"
"2022/12/01","28226.08","28273.13","28423.46","28226.08"
"2022/12/02","27777.90","27983.18","27983.18","27662.12"
"2022/12/05","27820.40","27752.99","27854.11","27700.86"
"2022/12/06","27885.87","27704.06","27934.07","27698.31"
"2022/12/07","27686.40","27670.29","27786.25","27646.78"
"2022/12/08","27574.43","27622.30","27643.64","27415.66"
"2022/12/09","27901.01","27633.96","27952.80","27633.96"
"2022/12/12","27842.33","27741.10","27865.72","27734.66"
"2022/12/13","27954.85","28067.37","28116.56","27907.49"
"2022/12/14","28156.21","28005.03","28195.69","27993.78"
"2022/12/15","28051.70","27991.14","28163.17","27987.54"
"2022/12/16","27527.12","27706.70","27713.04","27488.83"
"2022/12/19","27237.64","27279.92","27349.58","27165.78"
"2022/12/20","26568.03","27257.35","27339.49","26416.91"
"2022/12/21","26387.72","26547.17","26616.28","26269.80"
"2022/12/22","26507.87","26552.43","26585.28","26399.31"
"2022/12/23","26235.25","26207.77","26291.98","26106.38"
"2022/12/26","26405.87","26299.54","26438.65","26294.85"
"2022/12/27","26447.87","26570.78","26620.49","26447.87"
"2022/12/28","26340.50","26309.34","26354.27","26199.67"
"2022/12/29","26093.67","26074.90","26126.70","25953.92"
"2022/12/30","26094.50","26288.00","26321.37","26067.92"
"2023/01/04","25716.86","25834.93","25840.68","25661.89"
"2023/01/05","25820.80","25825.50","25947.10","25750.46"
"2023/01/06","25973.85","25740.08","26034.06","25719.61"
"2023/01/10","26175.56","26176.61","26316.66","26132.80"
"2023/01/11","26446.00","26362.21","26479.99","26332.05"
"2023/01/12","26449.82","26524.94","26547.61","26381.93"
"2023/01/13","26119.52","26391.78","26409.21","26090.84"
"2023/01/16","25822.32","25836.67","25938.04","25748.10"
"2023/01/17","26138.68","25915.51","26198.69","25895.30"
"2023/01/18","26791.12","26251.34","26816.68","26211.84"
"2023/01/19","26405.23","26541.08","26592.87","26368.97"
"2023/01/20","26553.53","26346.69","26553.53","26320.96"
"2023/01/23","26906.04","26880.21","26938.28","26788.76"
"2023/01/24","27299.19","27150.43","27381.00","27150.43"
"2023/01/25","27395.01","27175.88","27473.90","27175.88"
"2023/01/26","27362.75","27444.64","27502.15","27284.08"
"2023/01/27","27382.56","27428.41","27452.67","27326.91"
"2023/01/30","27433.40","27384.77","27486.42","27337.25"
"2023/01/31","27327.11","27458.56","27494.17","27302.22"
"2023/02/01","27346.88","27483.41","27547.67","27322.79"
"2023/02/02","27402.05","27453.67","27472.44","27338.43"
"2023/02/03","27509.46","27455.03","27612.57","27445.69"
"2023/02/06","27693.65","27764.66","27821.22","27656.47"
"2023/02/07","27685.47","27744.90","27814.96","27662.11"
"2023/02/08","27606.46","27690.74","27719.45","27458.53"
"2023/02/09","27584.35","27453.40","27635.38","27424.69"
"2023/02/10","27670.98","27711.25","27814.02","27609.33"
"2023/02/13","27427.32","27550.35","27570.32","27266.94"
"2023/02/14","27602.77","27705.37","27721.82","27553.18"
"2023/02/15","27501.86","27686.01","27720.27","27444.13"
"2023/02/16","27696.44","27654.72","27727.66","27597.12"
"2023/02/17","27513.13","27484.60","27608.59","27466.61"
"2023/02/20","27531.94","27497.13","27531.94","27426.48"
"2023/02/21","27473.10","27486.09","27538.29","27359.12"
"2023/02/22","27104.32","27265.99","27300.53","27046.08"
"2023/02/24","27453.48","27144.72","27465.90","27128.32"
"2023/02/27","27423.96","27322.73","27456.22","27292.74"
"2023/02/28","27445.56","27515.34","27585.17","27400.36"
"2023/03/01","27516.53","27363.57","27530.76","27305.37"
"2023/03/02","27498.87","27564.82","27617.80","27408.54"
"2023/03/03","27927.47","27683.26","27961.21","27655.34"
"2023/03/06","28237.78","28182.31","28288.62","28153.82"
"2023/03/07","28309.16","28202.59","28398.27","28202.59"
"2023/03/08","28444.19","28237.21","28469.41","28232.68"
"2023/03/09","28623.15","28648.11","28734.79","28558.88"
"2023/03/10","28143.97","28385.29","28424.24","28118.74"
"2023/03/13","27832.96","27886.21","27906.97","27631.53"
"2023/03/14","27222.04","27455.95","27455.95","27104.75"
"2023/03/15","27229.48","27421.66","27424.94","27105.99"
"2023/03/16","27010.61","26796.67","27057.54","26632.92"
"2023/03/17","27333.79","27232.23","27356.15","27071.71"
"2023/03/20","26945.67","27253.73","27367.18","26945.67"
"2023/03/22","27466.61","27298.15","27520.97","27267.26"
"2023/03/23","27419.61","27232.97","27461.97","27175.63"
"2023/03/24","27385.25","27368.62","27397.29","27257.44"
"2023/03/27","27476.87","27482.39","27543.48","27359.72"
"2023/03/28","27518.25","27573.82","27603.45","27432.76"
"2023/03/29","27883.78","27549.37","27897.72","27505.48"
"2023/03/30","27782.93","27827.89","27876.38","27630.55"
"2023/03/31","28041.48","28009.22","28124.62","27986.62"
"2023/04/03","28188.15","28203.35","28258.91","28120.71"
"2023/04/04","28287.42","28213.93","28287.42","28139.12"
"2023/04/05","27813.26","28111.04","28133.57","27788.77"
"2023/04/06","27472.63","27589.14","27609.86","27427.66"
"2023/04/07","27518.31","27554.37","27591.15","27456.25"
"2023/04/10","27633.66","27658.52","27737.49","27597.18"
"2023/04/11","27923.37","27895.90","28068.39","27854.82"
"2023/04/12","28082.70","27985.93","28121.46","27983.97"
"2023/04/13","28156.97","27952.58","28163.87","27952.01"
"2023/04/14","28493.47","28321.54","28515.51","28282.82"
"2023/04/17","28514.78","28537.99","28599.75","28414.98"
"2023/04/18","28658.83","28567.54","28698.22","28520.76"
"2023/04/19","28606.76","28619.84","28677.22","28531.54"
"2023/04/20","28657.57","28472.00","28694.25","28442.45"
"2023/04/21","28564.37","28590.55","28778.37","28527.80"
"2023/04/24","28593.52","28631.78","28680.65","28567.24"
"2023/04/25","28620.07","28697.73","28806.69","28609.77"
"2023/04/26","28416.47","28478.52","28551.61","28319.77"
"2023/04/27","28457.68","28340.59","28459.73","28241.67"
"�{�����͓��o�̒��앨�ł���A�{�����̑S�����͈ꕔ���A�����Ȃ�`���ɂ���Ă����o�ɖ��f�ŕ��ʁA�����A�]�ڂ܂��͗��z���邱�Ƃ��ł��܂���B"
